device_name,session_name,signature
blink-security-hub,192.168.20.105_68_192.168.20.254_67_17.csv,"[{""frame.time_epoch"": 1556245477.422736, ""frame.len"": 342, ""direction"": 0, ""time_interval"": 0.0, ""protocol_type"": ""dhcp"", ""payload"": NaN, ""label"": ""192.168.20.105_68_192.168.20.254_67_17""}, {""frame.time_epoch"": 1556245477.634952, ""frame.len"": 343, ""direction"": 0, ""time_interval"": 0.2122161388397216, ""protocol_type"": ""dhcp"", ""payload"": NaN, ""label"": ""192.168.20.105_68_192.168.20.254_67_17""}]"
blink-security-hub,192.168.20.105_36776_3.121.70.57_443_6.csv,"[{""frame.time_epoch"": 1556245161.586012, ""frame.len"": 135, ""direction"": 0, ""time_interval"": 0.0, ""protocol_type"": ""tcp"", ""payload"": ""1010001010011000000010000011110000010011111101101010000100110001001110010001101100001000011110001010100000101100100110000010110110000001100110010000111000110000100000001100010101000111011101010111100000100011011101101011110110100000110000101010000100001001"", ""label"": ""192.168.20.105_36776_3.121.70.57_443_6""}, {""frame.time_epoch"": 1556245161.642266, ""frame.len"": 135, ""direction"": 0, ""time_interval"": 0.0012059211730957, ""protocol_type"": ""tcp"", ""payload"": ""0010000000100101000111010111010001100110010101011011111100000001001110011100111101101101001001010100000101000000111110100011100100001000001100110010001010000110011001000000110010100011100101101001101011100111000110001100101101001000101111100100000000100101"", ""label"": ""192.168.20.105_36776_3.121.70.57_443_6""}, {""frame.time_epoch"": 1556245161.671422, ""frame.len"": 135, ""direction"": 0, ""time_interval"": 0.0156679153442382, ""protocol_type"": ""tcp"", ""payload"": ""0001110011001100101010110000100100101111110101001100011001110000110100011110001000110000001100101010100000100010001100101101001101100111110110000000001010111111000110010001010011010011001111000000101111001000100000101101101100100010011110000100000000001000"", ""label"": ""192.168.20.105_36776_3.121.70.57_443_6""}]"
